GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037143401,Census Tract 1434.01; Los Angeles County; California,165309,2022
1400000US06037143402,Census Tract 1434.02; Los Angeles County; California,282017,2022
1400000US06037143500,Census Tract 1435; Los Angeles County; California,220812,2022
1400000US06037143602,Census Tract 1436.02; Los Angeles County; California,219684,2022
1400000US06037143603,Census Tract 1436.03; Los Angeles County; California,119081,2022
1400000US06037143605,Census Tract 1436.05; Los Angeles County; California,116693,2022
1400000US06037143606,Census Tract 1436.06; Los Angeles County; California,109851,2022
1400000US06037143700,Census Tract 1437; Los Angeles County; California,216521,2022
1400000US06037143801,Census Tract 1438.01; Los Angeles County; California,257303,2022
1400000US06037143802,Census Tract 1438.02; Los Angeles County; California,194307,2022
1400000US06037143901,Census Tract 1439.01; Los Angeles County; California,261994,2022
1400000US06037143902,Census Tract 1439.02; Los Angeles County; California,258962,2022
1400000US06037181000,Census Tract 1810; Los Angeles County; California,200282,2022
1400000US06037181300,Census Tract 1813; Los Angeles County; California,164682,2022
1400000US06037181400,Census Tract 1814; Los Angeles County; California,160664,2022
1400000US06037181500,Census Tract 1815; Los Angeles County; California,132643,2022
1400000US06037181600,Census Tract 1816; Los Angeles County; California,146556,2022
1400000US06037183101,Census Tract 1831.01; Los Angeles County; California,154230,2022
1400000US06037183103,Census Tract 1831.03; Los Angeles County; California,104671,2022
1400000US06037183104,Census Tract 1831.04; Los Angeles County; California,135475,2022
1400000US06037183220,Census Tract 1832.20; Los Angeles County; California,125362,2022
1400000US06037183221,Census Tract 1832.21; Los Angeles County; California,134867,2022
1400000US06037183222,Census Tract 1832.22; Los Angeles County; California,148718,2022
1400000US06037183300,Census Tract 1833; Los Angeles County; California,99185,2022
1400000US06037183401,Census Tract 1834.01; Los Angeles County; California,113315,2022
1400000US06037183402,Census Tract 1834.02; Los Angeles County; California,103597,2022
1400000US06037183510,Census Tract 1835.10; Los Angeles County; California,127040,2022
1400000US06037183520,Census Tract 1835.20; Los Angeles County; California,104273,2022
1400000US06037183610,Census Tract 1836.10; Los Angeles County; California,85567,2022
1400000US06037183620,Census Tract 1836.20; Los Angeles County; California,106699,2022
1400000US06037183701,Census Tract 1837.01; Los Angeles County; California,90903,2022
1400000US06037183702,Census Tract 1837.02; Los Angeles County; California,169839,2022
1400000US06037183810,Census Tract 1838.10; Los Angeles County; California,90895,2022
1400000US06037183820,Census Tract 1838.20; Los Angeles County; California,94417,2022
1400000US06037185101,Census Tract 1851.01; Los Angeles County; California,117091,2022
1400000US06037185102,Census Tract 1851.02; Los Angeles County; California,220424,2022
1400000US06037185202,Census Tract 1852.02; Los Angeles County; California,244105,2022
1400000US06037185203,Census Tract 1852.03; Los Angeles County; California,100052,2022
1400000US06037185204,Census Tract 1852.04; Los Angeles County; California,149711,2022
1400000US06037185310,Census Tract 1853.10; Los Angeles County; California,92649,2022
1400000US06037185320,Census Tract 1853.20; Los Angeles County; California,80190,2022
1400000US06037186100,Census Tract 1861; Los Angeles County; California,139014,2022
1400000US06037186201,Census Tract 1862.01; Los Angeles County; California,118075,2022
1400000US06037186202,Census Tract 1862.02; Los Angeles County; California,103210,2022
1400000US06037186203,Census Tract 1862.03; Los Angeles County; California,138774,2022
1400000US06037186301,Census Tract 1863.01; Los Angeles County; California,102656,2022
1400000US06037186302,Census Tract 1863.02; Los Angeles County; California,152217,2022
1400000US06037186401,Census Tract 1864.01; Los Angeles County; California,83990,2022
1400000US06037186403,Census Tract 1864.03; Los Angeles County; California,104334,2022
1400000US06037186404,Census Tract 1864.04; Los Angeles County; California,99151,2022
1400000US06037187101,Census Tract 1871.01; Los Angeles County; California,119040,2022
1400000US06037187102,Census Tract 1871.02; Los Angeles County; California,122002,2022
1400000US06037187200,Census Tract 1872; Los Angeles County; California,103895,2022
1400000US06037187300,Census Tract 1873; Los Angeles County; California,168998,2022
1400000US06037188100,Census Tract 1881; Los Angeles County; California,110010,2022
1400000US06037188201,Census Tract 1882.01; Los Angeles County; California,154510,2022
1400000US06037188202,Census Tract 1882.02; Los Angeles County; California,247142,2022
1400000US06037188300,Census Tract 1883; Los Angeles County; California,173989,2022
1400000US06037189101,Census Tract 1891.01; Los Angeles County; California,130566,2022
1400000US06037189102,Census Tract 1891.02; Los Angeles County; California,146465,2022
1400000US06037189201,Census Tract 1892.01; Los Angeles County; California,106143,2022
1400000US06037189202,Census Tract 1892.02; Los Angeles County; California,208196,2022
1400000US06037189300,Census Tract 1893; Los Angeles County; California,268511,2022
1400000US06037189400,Census Tract 1894; Los Angeles County; California,194796,2022
1400000US06037189501,Census Tract 1895.01; Los Angeles County; California,109632,2022
1400000US06037189502,Census Tract 1895.02; Los Angeles County; California,74995,2022
1400000US06037189600,Census Tract 1896; Los Angeles County; California,124576,2022
1400000US06037189702,Census Tract 1897.02; Los Angeles County; California,157229,2022
1400000US06037189703,Census Tract 1897.03; Los Angeles County; California,182195,2022
1400000US06037189704,Census Tract 1897.04; Los Angeles County; California,195081,2022
1400000US06037189801,Census Tract 1898.01; Los Angeles County; California,99796,2022
1400000US06037189802,Census Tract 1898.02; Los Angeles County; California,147674,2022
1400000US06037189903,Census Tract 1899.03; Los Angeles County; California,117763,2022
1400000US06037189904,Census Tract 1899.04; Los Angeles County; California,72389,2022
1400000US06037189905,Census Tract 1899.05; Los Angeles County; California,124575,2022
1400000US06037189906,Census Tract 1899.06; Los Angeles County; California,128691,2022
1400000US06037189907,Census Tract 1899.07; Los Angeles County; California,96133,2022
1400000US06037190101,Census Tract 1901.01; Los Angeles County; California,64190,2022
1400000US06037190102,Census Tract 1901.02; Los Angeles County; California,94710,2022
1400000US06037190201,Census Tract 1902.01; Los Angeles County; California,57760,2022
1400000US06037190202,Census Tract 1902.02; Los Angeles County; California,70058,2022
1400000US06037190302,Census Tract 1903.02; Los Angeles County; California,118111,2022
1400000US06037190303,Census Tract 1903.03; Los Angeles County; California,64841,2022
1400000US06037190401,Census Tract 1904.01; Los Angeles County; California,91080,2022
1400000US06037190402,Census Tract 1904.02; Los Angeles County; California,74163,2022
1400000US06037190510,Census Tract 1905.10; Los Angeles County; California,72594,2022
1400000US06037190520,Census Tract 1905.20; Los Angeles County; California,75801,2022
1400000US06037190701,Census Tract 1907.01; Los Angeles County; California,97987,2022
1400000US06037190702,Census Tract 1907.02; Los Angeles County; California,120122,2022
1400000US06037190801,Census Tract 1908.01; Los Angeles County; California,86849,2022
1400000US06037190802,Census Tract 1908.02; Los Angeles County; California,91743,2022
1400000US06037190901,Census Tract 1909.01; Los Angeles County; California,61785,2022
1400000US06037190902,Census Tract 1909.02; Los Angeles County; California,78742,2022
1400000US06037191000,Census Tract 1910; Los Angeles County; California,104476,2022
1400000US06037191110,Census Tract 1911.10; Los Angeles County; California,78386,2022
1400000US06037191120,Census Tract 1911.20; Los Angeles County; California,68351,2022
1400000US06037191201,Census Tract 1912.01; Los Angeles County; California,78013,2022
1400000US06037191203,Census Tract 1912.03; Los Angeles County; California,88812,2022
1400000US06037191204,Census Tract 1912.04; Los Angeles County; California,78648,2022
1400000US06037191301,Census Tract 1913.01; Los Angeles County; California,106730,2022
1400000US06037191302,Census Tract 1913.02; Los Angeles County; California,90860,2022
1400000US06037191410,Census Tract 1914.10; Los Angeles County; California,71368,2022
1400000US06037191420,Census Tract 1914.20; Los Angeles County; California,93564,2022
1400000US06037191500,Census Tract 1915; Los Angeles County; California,88429,2022
1400000US06037191610,Census Tract 1916.10; Los Angeles County; California,70009,2022
1400000US06037191620,Census Tract 1916.20; Los Angeles County; California,73658,2022
1400000US06037191710,Census Tract 1917.10; Los Angeles County; California,50148,2022
1400000US06037191720,Census Tract 1917.20; Los Angeles County; California,59741,2022
1400000US06037191810,Census Tract 1918.10; Los Angeles County; California,69332,2022
1400000US06037191820,Census Tract 1918.20; Los Angeles County; California,93988,2022
1400000US06037191901,Census Tract 1919.01; Los Angeles County; California,79977,2022
1400000US06037191902,Census Tract 1919.02; Los Angeles County; California,191115,2022
1400000US06037192001,Census Tract 1920.01; Los Angeles County; California,231590,2022
1400000US06037192002,Census Tract 1920.02; Los Angeles County; California,198095,2022
1400000US06037192300,Census Tract 1923; Los Angeles County; California,156991,2022
1400000US06037192410,Census Tract 1924.10; Los Angeles County; California,213940,2022
1400000US06037192420,Census Tract 1924.20; Los Angeles County; California,89470,2022
1400000US06037192510,Census Tract 1925.10; Los Angeles County; California,75638,2022
1400000US06037192520,Census Tract 1925.20; Los Angeles County; California,74926,2022
1400000US06037192610,Census Tract 1926.10; Los Angeles County; California,64822,2022
1400000US06037192620,Census Tract 1926.20; Los Angeles County; California,63574,2022
1400000US06037192700,Census Tract 1927; Los Angeles County; California,75714,2022
1400000US06037194101,Census Tract 1941.01; Los Angeles County; California,180251,2022
1400000US06037194102,Census Tract 1941.02; Los Angeles County; California,240759,2022
1400000US06037194200,Census Tract 1942; Los Angeles County; California,203739,2022
1400000US06037194300,Census Tract 1943; Los Angeles County; California,464999,2022
1400000US06037194401,Census Tract 1944.01; Los Angeles County; California,151348,2022
1400000US06037194402,Census Tract 1944.02; Los Angeles County; California,143449,2022
1400000US06037194500,Census Tract 1945; Los Angeles County; California,222517,2022
1400000US06037195100,Census Tract 1951; Los Angeles County; California,252886,2022
1400000US06037195201,Census Tract 1952.01; Los Angeles County; California,119062,2022
1400000US06037195202,Census Tract 1952.02; Los Angeles County; California,200621,2022
1400000US06037195300,Census Tract 1953; Los Angeles County; California,134934,2022
1400000US06037195400,Census Tract 1954; Los Angeles County; California,222009,2022
1400000US06037195500,Census Tract 1955; Los Angeles County; California,141740,2022
1400000US06037195600,Census Tract 1956; Los Angeles County; California,111291,2022
1400000US06037195710,Census Tract 1957.10; Los Angeles County; California,84051,2022
1400000US06037195720,Census Tract 1957.20; Los Angeles County; California,82699,2022
1400000US06037195802,Census Tract 1958.02; Los Angeles County; California,93788,2022
1400000US06037195803,Census Tract 1958.03; Los Angeles County; California,108845,2022
1400000US06037195804,Census Tract 1958.04; Los Angeles County; California,101392,2022
1400000US06037195901,Census Tract 1959.01; Los Angeles County; California,108571,2022
1400000US06037195902,Census Tract 1959.02; Los Angeles County; California,147334,2022
1400000US06037195903,Census Tract 1959.03; Los Angeles County; California,103380,2022
1400000US06037197200,Census Tract 1972; Los Angeles County; California,91971,2022
1400000US06037197300,Census Tract 1973; Los Angeles County; California,111663,2022
1400000US06037197410,Census Tract 1974.10; Los Angeles County; California,125422,2022
1400000US06037197420,Census Tract 1974.20; Los Angeles County; California,116304,2022
1400000US06037197500,Census Tract 1975; Los Angeles County; California,100136,2022
1400000US06037197600,Census Tract 1976; Los Angeles County; California,113700,2022
